datasetID	Species	SeqType	GeneSymbol	CellTissue	Description	Source	MainAccession	SubAccession	Assembly	CitationForShort	Citation	PubMedID	Title
SBDH513	Homo sapiens	iCLIP	RBFOX2	H9	H9 SPA P-KO cells, anti-RBM9 (RBFOX2), rep2	GEO	GSE85851	GSM2285560	hg19	Wu H, Yin QF, Luo Z, Yao RW et al.	Wu H, Yin QF, Luo Z, Yao RW et al. Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins. Mol Cell 2016 Nov 3;64(3):534-548.	27871485	Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins.
SBDH514	Homo sapiens	iCLIP	TARDBP	H9	H9 WT cells, anti-TDP43, rep1	GEO	GSE85851	GSM2285561	hg19	Wu H, Yin QF, Luo Z, Yao RW et al.	Wu H, Yin QF, Luo Z, Yao RW et al. Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins. Mol Cell 2016 Nov 3;64(3):534-548.	27871485	Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins.
SBDH515	Homo sapiens	iCLIP	TARDBP	H9	H9 WT cells, anti-TDP43, rep2	GEO	GSE85851	GSM2285562	hg19	Wu H, Yin QF, Luo Z, Yao RW et al.	Wu H, Yin QF, Luo Z, Yao RW et al. Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins. Mol Cell 2016 Nov 3;64(3):534-548.	27871485	Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins.
SBDH516	Homo sapiens	iCLIP	TARDBP	H9	H9 SPA P-KO cells, anti-TDP43, rep1	GEO	GSE85851	GSM2285563	hg19	Wu H, Yin QF, Luo Z, Yao RW et al.	Wu H, Yin QF, Luo Z, Yao RW et al. Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins. Mol Cell 2016 Nov 3;64(3):534-548.	27871485	Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins.
SBDH517	Homo sapiens	iCLIP	TARDBP	H9	H9 SPA P-KO cells, anti-TDP43, rep2	GEO	GSE85851	GSM2285564	hg19	Wu H, Yin QF, Luo Z, Yao RW et al.	Wu H, Yin QF, Luo Z, Yao RW et al. Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins. Mol Cell 2016 Nov 3;64(3):534-548.	27871485	Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins.
SBDH518	Homo sapiens	iCLIP	HNRNPM	H9	H9 WT cells, anti-hnRNP M1-4 (1D8), rep1	GEO	GSE85851	GSM2285565	hg19	Wu H, Yin QF, Luo Z, Yao RW et al.	Wu H, Yin QF, Luo Z, Yao RW et al. Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins. Mol Cell 2016 Nov 3;64(3):534-548.	27871485	Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins.
SBDH519	Homo sapiens	iCLIP	HNRNPM	H9	H9 WT cells, anti-hnRNP M1-4 (1D8), rep2	GEO	GSE85851	GSM2285566	hg19	Wu H, Yin QF, Luo Z, Yao RW et al.	Wu H, Yin QF, Luo Z, Yao RW et al. Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins. Mol Cell 2016 Nov 3;64(3):534-548.	27871485	Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins.
SBDH520	Homo sapiens	iCLIP	HNRNPM	H9	H9 SPA P-KO cells, anti-hnRNP M1-4 (1D8), rep1	GEO	GSE85851	GSM2285567	hg19	Wu H, Yin QF, Luo Z, Yao RW et al.	Wu H, Yin QF, Luo Z, Yao RW et al. Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins. Mol Cell 2016 Nov 3;64(3):534-548.	27871485	Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins.
SBDH521	Homo sapiens	iCLIP	HNRNPM	H9	H9 SPA P-KO cells, anti-hnRNP M1-4 (1D8), rep2	GEO	GSE85851	GSM2285568	hg19	Wu H, Yin QF, Luo Z, Yao RW et al.	Wu H, Yin QF, Luo Z, Yao RW et al. Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins. Mol Cell 2016 Nov 3;64(3):534-548.	27871485	Unusual Processing Generates SPA LncRNAs that Sequester Multiple RNA Binding Proteins.
SBDH522	Homo sapiens	eCLIP	AIFM1	HEK293T	AIFM eCLIP rep1, run1-2	GEO	GSE86035	GSM2291979	hg19	Brannan KW, Jin W, Huelga SC, Banks CA et al.	Brannan KW, Jin W, Huelga SC, Banks CA et al. SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes. Mol Cell2016 Oct 20;64(2):282-293.	27720645	SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes.
SBDH523	Homo sapiens	eCLIP	AIFM1	HEK293T	AIFM eCLIP rep2, run1-2	GEO	GSE86035	GSM2291980	hg19	Brannan KW, Jin W, Huelga SC, Banks CA et al.	Brannan KW, Jin W, Huelga SC, Banks CA et al. SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes. Mol Cell2016 Oct 20;64(2):282-293.	27720645	SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes.
SBDH524	Homo sapiens	eCLIP	RANGAP1	HEK293T	RANGAP eCLIP rep1, run1-2	GEO	GSE86035	GSM2291982	hg19	Brannan KW, Jin W, Huelga SC, Banks CA et al.	Brannan KW, Jin W, Huelga SC, Banks CA et al. SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes. Mol Cell2016 Oct 20;64(2):282-293.	27720645	SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes.
SBDH525	Homo sapiens	eCLIP	RANGAP1	HEK293T	RANGAP eCLIP rep2, run1-2	GEO	GSE86035	GSM2291983	hg19	Brannan KW, Jin W, Huelga SC, Banks CA et al.	Brannan KW, Jin W, Huelga SC, Banks CA et al. SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes. Mol Cell2016 Oct 20;64(2):282-293.	27720645	SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes.
SBDH526	Homo sapiens	eCLIP	NUMA1	HEK293T	NUMA eCLIP rep1, run1-2	GEO	GSE86035	GSM2291985	hg19	Brannan KW, Jin W, Huelga SC, Banks CA et al.	Brannan KW, Jin W, Huelga SC, Banks CA et al. SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes. Mol Cell2016 Oct 20;64(2):282-293.	27720645	SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes.
SBDH527	Homo sapiens	eCLIP	NUMA1	HEK293T	NUMA eCLIP rep2, run1-2	GEO	GSE86035	GSM2291986	hg19	Brannan KW, Jin W, Huelga SC, Banks CA et al.	Brannan KW, Jin W, Huelga SC, Banks CA et al. SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes. Mol Cell2016 Oct 20;64(2):282-293.	27720645	SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes.
SBDH528	Homo sapiens	eCLIP	RNF219	HEK293T	RNF219 eCLIP rep1, run1-2	GEO	GSE86035	GSM2291989	hg19	Brannan KW, Jin W, Huelga SC, Banks CA et al.	Brannan KW, Jin W, Huelga SC, Banks CA et al. SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes. Mol Cell2016 Oct 20;64(2):282-293.	27720645	SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes.
SBDH529	Homo sapiens	eCLIP	VIM	HEK293T	VIM eCLIP rep1, run1-2	GEO	GSE86035	GSM2291990	hg19	Brannan KW, Jin W, Huelga SC, Banks CA et al.	Brannan KW, Jin W, Huelga SC, Banks CA et al. SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes. Mol Cell2016 Oct 20;64(2):282-293.	27720645	SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes.
SBDH530	Homo sapiens	eCLIP	VIM	HEK293T	VIM eCLIP rep2, run1-2	GEO	GSE86035	GSM2291991	hg19	Brannan KW, Jin W, Huelga SC, Banks CA et al.	Brannan KW, Jin W, Huelga SC, Banks CA et al. SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes. Mol Cell2016 Oct 20;64(2):282-293.	27720645	SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes.
SBDH531	Homo sapiens	eCLIP	ZNF184	HEK293T	ZNF184 eCLIP rep1, run1-2	GEO	GSE86035	GSM2291994	hg19	Brannan KW, Jin W, Huelga SC, Banks CA et al.	Brannan KW, Jin W, Huelga SC, Banks CA et al. SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes. Mol Cell2016 Oct 20;64(2):282-293.	27720645	SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes.
SBDH532	Homo sapiens	eCLIP	ZNF184	HEK293T	ZNF184 eCLIP rep2, run1-2	GEO	GSE86035	GSM2291995	hg19	Brannan KW, Jin W, Huelga SC, Banks CA et al.	Brannan KW, Jin W, Huelga SC, Banks CA et al. SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes. Mol Cell2016 Oct 20;64(2):282-293.	27720645	SONAR Discovers RNA-Binding Proteins from Analysis of Large-Scale Protein-Protein Interactomes.
SBDH533	Homo sapiens	eCLIP	HNRNPA2B1	CTRL.JCV	iPSC-MNs, 28 days, rep1	GEO	GSE86040	GSM2292508	hg19	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al.	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al. Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System. Neuron 2016 Nov 23;92(4):780-795.	27773581	Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System.
SBDH534	Homo sapiens	eCLIP	HNRNPA2B1	CTRL.JCV	iPSC-MNs, 28 days, rep2	GEO	GSE86040	GSM2292510	hg19	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al.	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al. Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System. Neuron 2016 Nov 23;92(4):780-795.	27773581	Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System.
SBDH535	Homo sapiens	eCLIP	HNRNPA2B1	CTRL.JCV	iPSC-MNs, 28 days, rep3	GEO	GSE86040	GSM2292512	hg19	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al.	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al. Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System. Neuron 2016 Nov 23;92(4):780-795.	27773581	Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System.
SBDH536	Homo sapiens	eCLIP	HNRNPA2B1	CTRL.JCV	iPSC-MNs, 28 days, rep4	GEO	GSE86040	GSM2292514	hg19	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al.	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al. Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System. Neuron 2016 Nov 23;92(4):780-795.	27773581	Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System.
SBDH537	Homo sapiens	eCLIP	HNRNPA2B1	CTRL.JCV	iPSC-MNs, 28 days, rep5	GEO	GSE86040	GSM2292516	hg19	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al.	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al. Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System. Neuron 2016 Nov 23;92(4):780-795.	27773581	Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System.
SBDH538	Homo sapiens	eCLIP	HNRNPA2B1	CTRL.JCV	iPSC-MNs, 28 days, rep6	GEO	GSE86040	GSM2292518	hg19	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al.	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al. Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System. Neuron 2016 Nov 23;92(4):780-795.	27773581	Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System.
SBDH539	Homo sapiens	eCLIP	HNRNPC	HEK293T	HNRNPC wt-eCLIP, run1-2	GEO	GSE88722	GSM2344708	hg19	Van Nostrand EL, et al.  Methods. 2017	Van Nostrand EL, Gelboin-Burkhart C, Wang R, Pratt GA et al. CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins. Methods 2017 Apr 15;118-119:50-59.	28003131	CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins
SBDH540	Homo sapiens	eCLIP	HNRNPC	HEK293T	HNRNPC V5-eCLIP isoform 1, run1-2	GEO	GSE88722	GSM2344710	hg19	Van Nostrand EL, et al.  Methods. 2017	Van Nostrand EL, Gelboin-Burkhart C, Wang R, Pratt GA et al. CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins. Methods 2017 Apr 15;118-119:50-59.	28003131	CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins
SBDH541	Homo sapiens	eCLIP	HNRNPC	HEK293T	HNRNPC V5-eCLIP isoform 2, run1-2	GEO	GSE88722	GSM2344712	hg19	Van Nostrand EL, et al.  Methods. 2017	Van Nostrand EL, Gelboin-Burkhart C, Wang R, Pratt GA et al. CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins. Methods 2017 Apr 15;118-119:50-59.	28003131	CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins
SBDH542	Homo sapiens	eCLIP	FMR1	HEK293T	FMR1 wt-eCLIP, run1-2	GEO	GSE88722	GSM2344714	hg19	Van Nostrand EL, et al.  Methods. 2017	Van Nostrand EL, Gelboin-Burkhart C, Wang R, Pratt GA et al. CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins. Methods 2017 Apr 15;118-119:50-59.	28003131	CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins
SBDH543	Homo sapiens	eCLIP	FMR1	HEK293T	FMR1 FLAG-eCLIP, run1-2	GEO	GSE88722	GSM2344716	hg19	Van Nostrand EL, et al.  Methods. 2017	Van Nostrand EL, Gelboin-Burkhart C, Wang R, Pratt GA et al. CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins. Methods 2017 Apr 15;118-119:50-59.	28003131	CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins
SBDH544	Homo sapiens	eCLIP	RBFOX2	HEK293T	RBFOX2 wt-eCLIP, run1-2	GEO	GSE88722	GSM2344718	hg19	Van Nostrand EL, et al.  Methods. 2017	Van Nostrand EL, Gelboin-Burkhart C, Wang R, Pratt GA et al. CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins. Methods 2017 Apr 15;118-119:50-59.	28003131	CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins
SBDH545	Homo sapiens	eCLIP	RBFOX2	HEK293T	RBFOX2 V5-eCLIP, run1-2	GEO	GSE88722	GSM2344720	hg19	Van Nostrand EL, et al.  Methods. 2017	Van Nostrand EL, Gelboin-Burkhart C, Wang R, Pratt GA et al. CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins. Methods 2017 Apr 15;118-119:50-59.	28003131	CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins
SBDH546	Homo sapiens	eCLIP	LIN28	HEK293T	LIN28 wt-eCLIP, run1-2	GEO	GSE88722	GSM2344722	hg19	Van Nostrand EL, et al.  Methods. 2017	Van Nostrand EL, Gelboin-Burkhart C, Wang R, Pratt GA et al. CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins. Methods 2017 Apr 15;118-119:50-59.	28003131	CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins
SBDH547	Homo sapiens	eCLIP	LIN28	HEK293T	LIN28 V5-eCLIP, run1-2	GEO	GSE88722	GSM2344724	hg19	Van Nostrand EL, et al.  Methods. 2017	Van Nostrand EL, Gelboin-Burkhart C, Wang R, Pratt GA et al. CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins. Methods 2017 Apr 15;118-119:50-59.	28003131	CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins
SBDH548	Homo sapiens	eCLIP	DGCR8	HEK293T	DGCR8 wt-eCLIP, run1-2	GEO	GSE88722	GSM2344726	hg19	Van Nostrand EL, et al.  Methods. 2017	Van Nostrand EL, Gelboin-Burkhart C, Wang R, Pratt GA et al. CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins. Methods 2017 Apr 15;118-119:50-59.	28003131	CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins
SBDH549	Homo sapiens	eCLIP	DGCR8	HEK293T	DGCR8 FLAG-eCLIP, run1-2	GEO	GSE88722	GSM2344728	hg19	Van Nostrand EL, et al.  Methods. 2017	Van Nostrand EL, Gelboin-Burkhart C, Wang R, Pratt GA et al. CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins. Methods 2017 Apr 15;118-119:50-59.	28003131	CRISPR/Cas9-mediated integration enables TAG-eCLIP of endogenously tagged RNA binding proteins
SBDH550	Homo sapiens	FLASH-CLIP-seq	DHX9	HEK293	DHX9-mAb, Santa Cruz, sc-137183, B0612, rep1	GEO	GSE89276	GSM2363518	hg19	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDH551	Homo sapiens	FLASH-CLIP-seq	DHX9	HEK293	DHX9-mAb, Santa Cruz, sc-137183, B0612, rep2	GEO	GSE89276	GSM2363519	hg19	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDH552	Homo sapiens	FLASH-CLIP-seq	DHX9	HEK293	DHX9-Rb, Abcam, ab26271, GR187365-1, rep 1	GEO	GSE89276	GSM2363520	hg19	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDH553	Homo sapiens	FLASH-CLIP-seq	DHX9	HEK293	DHX9-Rb, Abcam, ab26271, GR187365-1, rep 2	GEO	GSE89276	GSM2363521	hg19	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDH554	Homo sapiens	PAR-CLIP	DDX54	MCF7	WT, control, rep1	GEO	GSE89366	GSM2367478	hg19	Milek M, Imami K, Mukherjee N, Bortoli F et al.	Milek M, Imami K, Mukherjee N, Bortoli F et al. DDX54 regulates transcriptome dynamics during DNA damage response. Genome Res 2017 Aug;27(8):1344-1359.	28596291	DDX54 regulates transcriptome dynamics during DNA damage response.
SBDH555	Homo sapiens	PAR-CLIP	DDX54	MCF7	WT, control, rep2	GEO	GSE89366	GSM2367479	hg19	Milek M, Imami K, Mukherjee N, Bortoli F et al.	Milek M, Imami K, Mukherjee N, Bortoli F et al. DDX54 regulates transcriptome dynamics during DNA damage response. Genome Res 2017 Aug;27(8):1344-1359.	28596291	DDX54 regulates transcriptome dynamics during DNA damage response.
SBDH556	Homo sapiens	PAR-CLIP	DDX54	MCF7	WT, exposed to 10 Gy irradition, rep1	GEO	GSE89366	GSM2367480	hg19	Milek M, Imami K, Mukherjee N, Bortoli F et al.	Milek M, Imami K, Mukherjee N, Bortoli F et al. DDX54 regulates transcriptome dynamics during DNA damage response. Genome Res 2017 Aug;27(8):1344-1359.	28596291	DDX54 regulates transcriptome dynamics during DNA damage response.
SBDH557	Homo sapiens	PAR-CLIP	DDX54	MCF7	WT, exposed to 10 Gy irradition, rep2	GEO	GSE89366	GSM2367481	hg19	Milek M, Imami K, Mukherjee N, Bortoli F et al.	Milek M, Imami K, Mukherjee N, Bortoli F et al. DDX54 regulates transcriptome dynamics during DNA damage response. Genome Res 2017 Aug;27(8):1344-1359.	28596291	DDX54 regulates transcriptome dynamics during DNA damage response.
SBDH558	Homo sapiens	PAR-CLIP	DDX54	MCF7	WT, exposed to actinomycin D	GEO	GSE89366	GSM2367484	hg19	Milek M, Imami K, Mukherjee N, Bortoli F et al.	Milek M, Imami K, Mukherjee N, Bortoli F et al. DDX54 regulates transcriptome dynamics during DNA damage response. Genome Res 2017 Aug;27(8):1344-1359.	28596291	DDX54 regulates transcriptome dynamics during DNA damage response.
SBDH559	Homo sapiens	sCLIP-seq	CSTF2T	BE(2)-C	brain, derived from metastatic site: bone marrow, rep1	GEO	GSE92995	GSM2441776	hg19	Kargapolova Y, Levin M, Lackner K, Danckwardt S.	Kargapolova Y, Levin M, Lackner K, Danckwardt S. sCLIP-an integrated platform to study RNA-protein interactomes in biomedical research: identification of CSTF2tau in alternative processing of small nuclear RNAs. Nucleic Acids Res 2017 Jun 2;45(10):6074-6086.	28334977	sCLIP-an integrated platform to study RNA-protein interactomes in biomedical research: identification of CSTF2tau in alternative processing of small nuclear RNAs. 
SBDH560	Homo sapiens	sCLIP-seq	CSTF2T	BE(2)-C	brain, derived from metastatic site: bone marrow, rep2	GEO	GSE92995	GSM2441777	hg19	Kargapolova Y, Levin M, Lackner K, Danckwardt S.	Kargapolova Y, Levin M, Lackner K, Danckwardt S. sCLIP-an integrated platform to study RNA-protein interactomes in biomedical research: identification of CSTF2tau in alternative processing of small nuclear RNAs. Nucleic Acids Res 2017 Jun 2;45(10):6074-6086.	28334977	sCLIP-an integrated platform to study RNA-protein interactomes in biomedical research: identification of CSTF2tau in alternative processing of small nuclear RNAs. 
SBDH561	Homo sapiens	sCLIP-seq	CSTF2T	BE(2)-C	brain, derived from metastatic site: bone marrow, rep3	GEO	GSE92995	GSM2441778	hg19	Kargapolova Y, Levin M, Lackner K, Danckwardt S.	Kargapolova Y, Levin M, Lackner K, Danckwardt S. sCLIP-an integrated platform to study RNA-protein interactomes in biomedical research: identification of CSTF2tau in alternative processing of small nuclear RNAs. Nucleic Acids Res 2017 Jun 2;45(10):6074-6086.	28334977	sCLIP-an integrated platform to study RNA-protein interactomes in biomedical research: identification of CSTF2tau in alternative processing of small nuclear RNAs. 
SBDH562	Homo sapiens	FLASH-CLIP-seq	HNRNPC	Flp-In-T-REx-293	XL2 hnRNPC-mAb-HEK, rep1	GEO	GSE94781	GSM2482824	hg19	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDH563	Homo sapiens	FLASH-CLIP-seq	HNRNPC	Flp-In-T-REx-293	XL2 hnRNPC-mAb-HEK, rep2	GEO	GSE94781	GSM2482825	hg19	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDH564	Homo sapiens	uvCLAP-CLIP-seq	DHX9	HEK293	F1 hDHX9 rep1-2	GEO	GSE85155	GSE85155	hg19	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDH565	Homo sapiens	uvCLAP-CLIP-seq	EIF4A3	HEK293	F1 heIF4A3 rep1-2	GEO	GSE85155	GSE85155	hg19	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDH566	Homo sapiens	uvCLAP-CLIP-seq	EIF4A1	HEK293	G2 heIF4A1, rep1-2	GEO	GSE85155	GSE85155	hg19	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDH567	Homo sapiens	uvCLAP-CLIP-seq	HNRNPK	HEK293	G2, HNRNPK, rep1-2	GEO	GSE85155	GSE85155	hg19	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDH568	Homo sapiens	uvCLAP-CLIP-seq	KHDRBS1	HEK293	G1, KHDRBS1, rep1-2	GEO	GSE85155	GSE85155	hg19	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDH569	Homo sapiens	uvCLAP-CLIP-seq	KHDRBS2	HEK293	G1, KHDRBS2, rep1-2	GEO	GSE85155	GSE85155	hg19	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
